Directory Name	Species	Common name	Other species names	Species Taxonomy ID	Taxonomic Lineage	Assembly name	NCBI accession	Source of assembly	NCBI assembly name	NCBI assembly status	Assembly submission date	Assembly submitter organization	contig N50 (bp)	scaffold N50 (bp)	No. ancestral genes with intact ORF	No. ancestral genes with inactivating mutations	No. ancestral genes with missing sequences	Species_clean	assem	all	pga	pga_like	pag	assembly	PGA_all_CN	PGA_CN_primary	PGA_like_CN_primary	PAG_CN_primary	Scientific	Diet_Class	Diet-Inv	Diet-Vend	Diet-Vect	Diet-Vfish	Diet-Vunk	Diet-Scav	Diet-Fruit	Diet-Nect	Diet-Seed	Diet-PlantO	Scientific_clean	BodyMass-Value	plant_total_pct	animal_total_pct	plant_total_prop	plant_structural_prop	log10_body_mass	PGA_all_log1p	PGA_log1p	PGA_like_log1p	PAG_log1p	Diet_Group	tip_label
Microtus_californicus__California_vole__HLmicCal1A__GCA_028537955.1	Microtus californicus	California vole	Arvicola californica	100895	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Arvicolinae; Microtus	HLmicCal1A	GCA_028537955.1	NCBI	mMicCal1.0.hap1	Scaffold	2023-02-07	UCLA	49752295	83674487	14875	284	37	Microtus californicus	Microtus_californicus__California_vole__HLmicCal1A__GCA_028537955.1	1	0	1	0	Microtus_californicus__California_vole__HLmicCal1A__GCA_028537955.1	1	0	1	0	Microtus californicus	Herbivore	0	0	0	0	0	0	0	0	20	80	Microtus californicus	57.42	100	0	1.0	0.8	1.7590631881604872	0.6931471805599453	0.0	0.6931471805599453	0.0	Plant_dominant	Microtus_californicus
Microtus_californicus__California_vole__HLmicCal1B__GCA_028537755.1	Microtus californicus	California vole	Arvicola californica	100895	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Arvicolinae; Microtus	HLmicCal1B	GCA_028537755.1	NCBI	mMicCal1.0.hap2	Scaffold	2023-02-07	UCLA	45668671	76329214	14402	251	543	Microtus californicus	Microtus_californicus__California_vole__HLmicCal1B__GCA_028537755.1	1	0	1	0	Microtus_californicus__California_vole__HLmicCal1B__GCA_028537755.1	1	0	1	0	Microtus californicus	Herbivore	0	0	0	0	0	0	0	0	20	80	Microtus californicus	57.42	100	0	1.0	0.8	1.7590631881604872	0.6931471805599453	0.0	0.6931471805599453	0.0	Plant_dominant	Microtus_californicus
Microtus_pennsylvanicus__Meadow_vole__HLmicPen1B__GCA_037039175.1	Microtus pennsylvanicus	Meadow vole	Mus pennsylvanicus	10058	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Arvicolinae; Microtus	HLmicPen1B	GCA_037039175.1	NCBI	mMicPen1.hap2	Chromosome	2024-03-06	Vertebrate Genomes Project	63584353	118374433	14391	248	557	Microtus pennsylvanicus	Microtus_pennsylvanicus__Meadow_vole__HLmicPen1B__GCA_037039175.1	1	0	1	0	Microtus_pennsylvanicus__Meadow_vole__HLmicPen1B__GCA_037039175.1	1	0	1	0	Microtus pennsylvanicus	Herbivore	0	0	0	0	0	0	0	0	20	80	Microtus pennsylvanicus	36.75	100	0	1.0	0.8	1.5652573434202137	0.6931471805599453	0.0	0.6931471805599453	0.0	Plant_dominant	Microtus_pennsylvanicus
Microtus_pennsylvanicus__Meadow_vole__HLmicPen1A__GCA_037038515.1	Microtus pennsylvanicus	Meadow vole	Mus pennsylvanicus	10058	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Arvicolinae; Microtus	HLmicPen1A	GCA_037038515.1	NCBI	mMicPen1.hap1	Chromosome	2024-03-06	Vertebrate Genomes Project	47175454	125308425	14900	255	41	Microtus pennsylvanicus	Microtus_pennsylvanicus__Meadow_vole__HLmicPen1A__GCA_037038515.1	1	0	1	0	Microtus_pennsylvanicus__Meadow_vole__HLmicPen1A__GCA_037038515.1	1	0	1	0	Microtus pennsylvanicus	Herbivore	0	0	0	0	0	0	0	0	20	80	Microtus pennsylvanicus	36.75	100	0	1.0	0.8	1.5652573434202137	0.6931471805599453	0.0	0.6931471805599453	0.0	Plant_dominant	Microtus_pennsylvanicus
Miniopterus_schreibersii__Schreibers_long-fingered_bat__HLminSch2B__GCA_964145185.1	Miniopterus schreibersii	Schreibers long-fingered bat	Schreibers's long-fingered bat,Common bent-wing bat,Miniopterus schreibersi	9433	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Miniopteridae; Miniopterus	HLminSch2B	GCA_964145185.1	NCBI	mMinSch1.hap2.1	Scaffold	2024-06-04	WELLCOME SANGER INSTITUTE	2346505	84995947	14331	292	573	Miniopterus schreibersii	Miniopterus_schreibersii__Schreibers_long-fingered_bat__HLminSch2B__GCA_964145185.1	2	1	1	0	Miniopterus_schreibersii__Schreibers_long-fingered_bat__HLminSch2B__GCA_964145185.1	2	1	1	0	Miniopterus schreibersii	Insectivore	100	0	0	0	0	0	0	0	0	0	Miniopterus schreibersii	11.46	0	100	0.0	0.0	1.0591846176313713	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Animal_dominant	Miniopterus_schreibersii
Miniopterus_schreibersii__Schreibers_long-fingered_bat__HLminSch2A__GCA_964146895.1	Miniopterus schreibersii	Schreibers long-fingered bat	Schreibers's long-fingered bat,Miniopterus schreibersi,Common bent-wing bat	9433	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Miniopteridae; Miniopterus	HLminSch2A	GCA_964146895.1	NCBI	mMinSch1.hap1.1	Chromosome	2024-06-06	WELLCOME SANGER INSTITUTE	2292542	86279620	14890	256	50	Miniopterus schreibersii	Miniopterus_schreibersii__Schreibers_long-fingered_bat__HLminSch2A__GCA_964146895.1	2	1	1	0	Miniopterus_schreibersii__Schreibers_long-fingered_bat__HLminSch2A__GCA_964146895.1	2	1	1	0	Miniopterus schreibersii	Insectivore	100	0	0	0	0	0	0	0	0	0	Miniopterus schreibersii	11.46	0	100	0.0	0.0	1.0591846176313713	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Animal_dominant	Miniopterus_schreibersii
Mus_musculus__house_mouse__mm39__GCF_000001635.27	Mus musculus	house mouse	mouse,LK3 transgenic mice,transgenic mice,nude mice,Mus sp. 129SV	10090	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus	mm39	GCF_000001635.27	NCBI	GRCm39	Chromosome	2020-06-24	Genome Reference Consortium	59462871	106145001	14915	225	56	Mus musculus	Mus_musculus__house_mouse__mm39__GCF_000001635.27	1	0	1	0	Mus_musculus__house_mouse__mm39__GCF_000001635.27	1	0	1	0	Mus musculus	Herbivore	20	0	0	0	0	0	0	0	20	60	Mus musculus	16.25	80	20	0.8	0.6	1.2108533653148932	0.6931471805599453	0.0	0.6931471805599453	0.0	Plant_dominant	Mus_musculus
Mus_musculus__House_mouse__HLmusMusc41__GCA_949316315.1	Mus musculus	House mouse	Mus sp. 129SV,Balb/c mouse,mouse,transgenic mice,LK3 transgenic mice,nude mice	10090	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus	HLmusMusc41	GCA_949316315.1	NCBI	mMusMuc1.1	Chromosome	2023-04-08	WELLCOME SANGER INSTITUTE	39533248	132150484	14882	230	84	Mus musculus	Mus_musculus__House_mouse__HLmusMusc41__GCA_949316315.1	1	0	1	0	Mus_musculus__House_mouse__HLmusMusc41__GCA_949316315.1	1	0	1	0	Mus musculus	Herbivore	20	0	0	0	0	0	0	0	20	60	Mus musculus	16.25	80	20	0.8	0.6	1.2108533653148932	0.6931471805599453	0.0	0.6931471805599453	0.0	Plant_dominant	Mus_musculus
Mus_musculus__house_mouse__mm10__GCF_000001635.20	Mus musculus	house mouse	transgenic mice,LK3 transgenic mice,Mus sp. 129SV,nude mice,mouse	10090	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus	mm10	GCF_000001635.20	NCBI	GRCm38	Chromosome	2012-01-09	Genome Reference Consortium	32273079	52589046	14892	243	61	Mus musculus	Mus_musculus__house_mouse__mm10__GCF_000001635.20	1	0	1	0	Mus_musculus__house_mouse__mm10__GCF_000001635.20	1	0	1	0	Mus musculus	Herbivore	20	0	0	0	0	0	0	0	20	60	Mus musculus	16.25	80	20	0.8	0.6	1.2108533653148932	0.6931471805599453	0.0	0.6931471805599453	0.0	Plant_dominant	Mus_musculus
Mustela_nivalis__Least_weasel__HLmusNiva2A__GCA_964662115.1	Mustela nivalis	Least weasel		36239	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Musteloidea; Mustelidae; Mustelinae; Mustela	HLmusNiva2A	GCA_964662115.1	NCBI	mMusNiv2.hap1.1	Chromosome	2025-01-03	WELLCOME SANGER INSTITUTE	1161649	115392379	14832	242	122	Mustela nivalis	Mustela_nivalis__Least_weasel__HLmusNiva2A__GCA_964662115.1	2	1	1	0	Mustela_nivalis__Least_weasel__HLmusNiva2A__GCA_964662115.1	2	1	1	0	Mustela nivalis	Carnivore	0	100	0	0	0	0	0	0	0	0	Mustela nivalis	103.88	0	100	0.0	0.0	2.016531940957265	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Animal_dominant	Mustela_nivalis
Mustela_nivalis__least_weasel__HLmusNiv1__GCA_019141155.1	Mustela nivalis	least weasel		36239	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Musteloidea; Mustelidae; Mustelinae; Mustela	HLmusNiv1	GCA_019141155.1	NCBI	MusNiv_Pri1.0	Scaffold	2021-07-06	CIBIO-InBIO	195927	24899452	14661	425	110	Mustela nivalis	Mustela_nivalis__least_weasel__HLmusNiv1__GCA_019141155.1	2	1	1	0	Mustela_nivalis__least_weasel__HLmusNiv1__GCA_019141155.1	2	1	1	0	Mustela nivalis	Carnivore	0	100	0	0	0	0	0	0	0	0	Mustela nivalis	103.88	0	100	0.0	0.0	2.016531940957265	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Animal_dominant	Mustela_nivalis
Myotis_daubentonii__Daubentons_bat__HLmyoDaub3A__GCA_963259705.2	Myotis daubentonii	Daubentons bat	Wasserfledermaus,Myotis daubentoni,Vespertilio daubentonii	98922	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis	HLmyoDaub3A	GCA_963259705.2	NCBI	mMyoDau2.hap1.2	Chromosome	2025-04-09	WELLCOME SANGER INSTITUTE	28718153	101535203	14908	270	18	Myotis daubentonii	Myotis_daubentonii__Daubentons_bat__HLmyoDaub3A__GCA_963259705.2	3	1	2	0	Myotis_daubentonii__Daubentons_bat__HLmyoDaub3A__GCA_963259705.2	3	1	2	0	Myotis daubentonii	Insectivore	100	0	0	0	0	0	0	0	0	0	Myotis daubentonii	7.63	0	100	0.0	0.0	0.8825245379548805	1.3862943611198906	0.6931471805599453	1.0986122886681096	0.0	Animal_dominant	Myotis_daubentonii
Myotis_daubentonii__Daubentons_bat__HLmyoDau2__GCF_963259705.1	Myotis daubentonii	Daubentons bat	Myotis daubentoni,Wasserfledermaus,Vespertilio daubentonii	98922	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis	HLmyoDau2	GCF_963259705.1	NCBI	mMyoDau2.1	Chromosome	2023-08-20	WELLCOME SANGER INSTITUTE	3062752	102234773	14841	310	45	Myotis daubentonii	Myotis_daubentonii__Daubentons_bat__HLmyoDau2__GCF_963259705.1	3	1	2	0	Myotis_daubentonii__Daubentons_bat__HLmyoDau2__GCF_963259705.1	3	1	2	0	Myotis daubentonii	Insectivore	100	0	0	0	0	0	0	0	0	0	Myotis daubentonii	7.63	0	100	0.0	0.0	0.8825245379548805	1.3862943611198906	0.6931471805599453	1.0986122886681096	0.0	Animal_dominant	Myotis_daubentonii
Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	Myotis mystacinus	Whiskered bat	Vespertilio mystacinus	109479	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis	HLmyoMyst3A	GCA_964094495.3	NCBI	mMyoMys1.hap1.2	Chromosome	2025-10-26	WELLCOME SANGER INSTITUTE	28343623	100246715	14919	249	28	Myotis mystacinus	Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	9	1	8	0	Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	9	1	8	0	Myotis mystacinus	Insectivore	100	0	0	0	0	0	0	0	0	0	Myotis mystacinus	4.99	0	100	0.0	0.0	0.69810054562339	2.3025850929940455	0.6931471805599453	2.197224577336219	0.0	Animal_dominant	Myotis_mystacinus
Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	Myotis mystacinus	Whiskered bat	Vespertilio mystacinus	109479	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis	HLmyoMys2B	GCA_964195625.1	NCBI	mMyoMys1.hap2.1	Chromosome	2024-06-30	WELLCOME SANGER INSTITUTE	2254345	98765083	14344	286	566	Myotis mystacinus	Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	11	1	10	0	Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	11	1	10	0	Myotis mystacinus	Insectivore	100	0	0	0	0	0	0	0	0	0	Myotis mystacinus	4.99	0	100	0.0	0.0	0.69810054562339	2.4849066497880004	0.6931471805599453	2.3978952727983707	0.0	Animal_dominant	Myotis_mystacinus
Myotis_mystacinus__Whiskered_bat__HLmyoMys2A__GCA_964094495.2	Myotis mystacinus	Whiskered bat	Vespertilio mystacinus	109479	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis	HLmyoMys2A	GCA_964094495.2	NCBI	mMyoMys1.hap1.1	Chromosome	2024-06-12	WELLCOME SANGER INSTITUTE	2201046	99827109	14856	269	71	Myotis mystacinus	Myotis_mystacinus__Whiskered_bat__HLmyoMys2A__GCA_964094495.2	9	1	8	0	Myotis_mystacinus__Whiskered_bat__HLmyoMys2A__GCA_964094495.2	9	1	8	0	Myotis mystacinus	Insectivore	100	0	0	0	0	0	0	0	0	0	Myotis mystacinus	4.99	0	100	0.0	0.0	0.69810054562339	2.3025850929940455	0.6931471805599453	2.197224577336219	0.0	Animal_dominant	Myotis_mystacinus
Myotis_nattereri__Natterers_bat__HLmyoNat1B__GCA_964212025.1	Myotis nattereri	Natterers bat	Vespertilio nattereri,Myotis nattererii,Myotis naterreri	109481	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis	HLmyoNat1B	GCA_964212025.1	NCBI	mMyoNat1.hap2.1	Scaffold	2024-08-02	WELLCOME SANGER INSTITUTE	2100158	97795217	14305	308	583	Myotis nattereri	Myotis_nattereri__Natterers_bat__HLmyoNat1B__GCA_964212025.1	3	1	2	0	Myotis_nattereri__Natterers_bat__HLmyoNat1B__GCA_964212025.1	3	1	2	0	Myotis nattereri	Insectivore	100	0	0	0	0	0	0	0	0	0	Myotis nattereri	7.14	0	100	0.0	0.0	0.8536982117761743	1.3862943611198906	0.6931471805599453	1.0986122886681096	0.0	Animal_dominant	Myotis_nattereri
Myotis_nattereri__Natterers_bat__HLmyoNat1A__GCA_964212035.1	Myotis nattereri	Natterers bat	Myotis nattererii,Vespertilio nattereri,Myotis naterreri	109481	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis	HLmyoNat1A	GCA_964212035.1	NCBI	mMyoNat1.hap1.1	Chromosome	2024-08-02	WELLCOME SANGER INSTITUTE	2065327	101144875	14842	280	74	Myotis nattereri	Myotis_nattereri__Natterers_bat__HLmyoNat1A__GCA_964212035.1	4	1	3	0	Myotis_nattereri__Natterers_bat__HLmyoNat1A__GCA_964212035.1	4	1	3	0	Myotis nattereri	Insectivore	100	0	0	0	0	0	0	0	0	0	Myotis nattereri	7.14	0	100	0.0	0.0	0.8536982117761743	1.6094379124341003	0.6931471805599453	1.3862943611198906	0.0	Animal_dominant	Myotis_nattereri
Myotis_yumanensis__Yuma_myotis__HLmyoYum1B__GCA_028538775.1	Myotis yumanensis	Yuma myotis	Vespertilio yumanensis	159337	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis	HLmyoYum1B	GCA_028538775.1	NCBI	mMyoYum1.0.hap1	Scaffold	2023-02-10	UCLA	28025655	99144700	14131	552	513	Myotis yumanensis	Myotis_yumanensis__Yuma_myotis__HLmyoYum1B__GCA_028538775.1	4	1	3	0	Myotis_yumanensis__Yuma_myotis__HLmyoYum1B__GCA_028538775.1	4	1	3	0	Myotis yumanensis	Insectivore	100	0	0	0	0	0	0	0	0	0	Myotis yumanensis	5.39	0	100	0.0	0.0	0.7315887651867387	1.6094379124341003	0.6931471805599453	1.3862943611198906	0.0	Animal_dominant	Myotis_yumanensis
Myotis_yumanensis__Yuma_myotis__HLmyoYum1A__GCA_028536395.1	Myotis yumanensis	Yuma myotis	Vespertilio yumanensis	159337	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis	HLmyoYum1A	GCA_028536395.1	NCBI	mMyoYum1.0.hap2	Scaffold	2023-02-07	UCLA	26795370	94205551	14656	519	21	Myotis yumanensis	Myotis_yumanensis__Yuma_myotis__HLmyoYum1A__GCA_028536395.1	4	1	3	0	Myotis_yumanensis__Yuma_myotis__HLmyoYum1A__GCA_028536395.1	4	1	3	0	Myotis yumanensis	Insectivore	100	0	0	0	0	0	0	0	0	0	Myotis yumanensis	5.39	0	100	0.0	0.0	0.7315887651867387	1.6094379124341003	0.6931471805599453	1.3862943611198906	0.0	Animal_dominant	Myotis_yumanensis
Nomascus_leucogenys__Northern_white-cheeked_gibbon__HLnomLeuc5__GCA_040113115.1	Nomascus leucogenys	Northern white-cheeked gibbon	Hylobates concolor leucogenys,Nomascus leucogenys leucogenys,Nomascus leukogenys,Hylobates leucogenys,Hylobates concolor leucogyneus,Hylobates leucogenys leucogenys,White-cheeked Gibbon	61853	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hylobatidae; Nomascus	HLnomLeuc5	GCA_040113115.1	NCBI	ASM4011311v1	Chromosome	2024-06-12	Shandong University of Technology	102188915	124246014	15109	75	12	Nomascus leucogenys	Nomascus_leucogenys__Northern_white-cheeked_gibbon__HLnomLeuc5__GCA_040113115.1	4	3	1	0	Nomascus_leucogenys__Northern_white-cheeked_gibbon__HLnomLeuc5__GCA_040113115.1	4	3	1	0	Nomascus leucogenys	Frugivore	10	0	0	0	0	0	80	0	0	10	Nomascus leucogenys	7320.0	90	10	0.9	0.1	3.864511081058392	1.6094379124341003	1.3862943611198906	0.6931471805599453	0.0	Plant_dominant	Nomascus_leucogenys
Nomascus_leucogenys__northern_white-cheeked_gibbon__HLnomLeu4__GCA_006542625.1	Nomascus leucogenys	northern white-cheeked gibbon	Nomascus leucogenys leucogenys,Hylobates concolor leucogyneus,White-cheeked Gibbon,Hylobates leucogenys leucogenys,Hylobates concolor leucogenys,Nomascus leukogenys,Hylobates leucogenys	61853	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hylobatidae; Nomascus	HLnomLeu4	GCA_006542625.1	NCBI	Asia_NLE_v1	Chromosome	2019-07-02	University of Washington	12782853	35886894	15012	153	31	Nomascus leucogenys	Nomascus_leucogenys__northern_white-cheeked_gibbon__HLnomLeu4__GCA_006542625.1	5	4	1	0	Nomascus_leucogenys__northern_white-cheeked_gibbon__HLnomLeu4__GCA_006542625.1	5	4	1	0	Nomascus leucogenys	Frugivore	10	0	0	0	0	0	80	0	0	10	Nomascus leucogenys	7320.0	90	10	0.9	0.1	3.864511081058392	1.791759469228055	1.6094379124341003	0.6931471805599453	0.0	Plant_dominant	Nomascus_leucogenys
Onychomys_arenicola__Chihuahuan_grasshopper_mouse__HLonyAre1B__GCA_949786425.1	Onychomys arenicola	Chihuahuan grasshopper mouse	Onychomys torridus arenicola,Mearns's grasshopper mouse	38679	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Neotominae; Onychomys	HLonyAre1B	GCA_949786425.1	NCBI	OncAre_H2_v1	Chromosome	2023-04-08	EMBL-EBI, WELLCOME TRUST GENOME CAMPUS, CAMBRIDGE	29018958	102486503	14518	433	245	Onychomys arenicola	Onychomys_arenicola__Chihuahuan_grasshopper_mouse__HLonyAre1B__GCA_949786425.1	1	0	1	0	Onychomys_arenicola__Chihuahuan_grasshopper_mouse__HLonyAre1B__GCA_949786425.1	1	0	1	0	Onychomys arenicola	Insectivore	90	0	0	0	0	0	0	0	0	10	Onychomys arenicola	30.0	10	90	0.1	0.1	1.4771212547196624	0.6931471805599453	0.0	0.6931471805599453	0.0	Animal_dominant	Onychomys_arenicola
Onychomys_arenicola__Chihuahuan_grasshopper_mouse__HLonyAre1A__GCA_949786405.1	Onychomys arenicola	Chihuahuan grasshopper mouse	Onychomys torridus arenicola,Mearns's grasshopper mouse	38679	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Neotominae; Onychomys	HLonyAre1A	GCA_949786405.1	NCBI	OncAre_H1_v1	Chromosome	2023-04-08	EMBL-EBI, WELLCOME TRUST GENOME CAMPUS, CAMBRIDGE	26219289	108432058	14764	384	48	Onychomys arenicola	Onychomys_arenicola__Chihuahuan_grasshopper_mouse__HLonyAre1A__GCA_949786405.1	1	0	1	0	Onychomys_arenicola__Chihuahuan_grasshopper_mouse__HLonyAre1A__GCA_949786405.1	1	0	1	0	Onychomys arenicola	Insectivore	90	0	0	0	0	0	0	0	0	10	Onychomys arenicola	30.0	10	90	0.1	0.1	1.4771212547196624	0.6931471805599453	0.0	0.6931471805599453	0.0	Animal_dominant	Onychomys_arenicola
Oryctolagus_cuniculus__Rabbit__HLoryCuni6__GCA_051225735.1	Oryctolagus cuniculus	Rabbit	domestic rabbit,New Zealand rabbit,rabbits,Japanese white rabbit,Lepus cuniculus,European rabbit	9986	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Lagomorpha; Leporidae; Oryctolagus	HLoryCuni6	GCA_051225735.1	NCBI	ASM5122573v1	Chromosome	2025-07-07	Fujian University of Traditional Chinese Medicine	138122305	148896876	14983	182	31	Oryctolagus cuniculus	Oryctolagus_cuniculus__Rabbit__HLoryCuni6__GCA_051225735.1	17	16	1	0	Oryctolagus_cuniculus__Rabbit__HLoryCuni6__GCA_051225735.1	17	16	1	0	Oryctolagus cuniculus	Herbivore	0	0	0	0	0	0	0	0	0	100	Oryctolagus cuniculus	1832.22	100	0	1.0	1.0	3.2629776194680864	2.8903717578961645	2.833213344056216	0.6931471805599453	0.0	Plant_dominant	Oryctolagus_cuniculus
Oryctolagus_cuniculus__Rabbit__HLoryCuni5__GCF_964237555.1	Oryctolagus cuniculus	Rabbit	domestic rabbit,Lepus cuniculus,New Zealand rabbit,Japanese white rabbit,European rabbit,rabbits	9986	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Lagomorpha; Leporidae; Oryctolagus	HLoryCuni5	GCF_964237555.1	NCBI	mOryCun1.1	Chromosome	2024-08-31	WELLCOME SANGER INSTITUTE	2030165	144279705	14917	224	55	Oryctolagus cuniculus	Oryctolagus_cuniculus__Rabbit__HLoryCuni5__GCF_964237555.1	16	15	1	0	Oryctolagus_cuniculus__Rabbit__HLoryCuni5__GCF_964237555.1	16	15	1	0	Oryctolagus cuniculus	Herbivore	0	0	0	0	0	0	0	0	0	100	Oryctolagus cuniculus	1832.22	100	0	1.0	1.0	3.2629776194680864	2.833213344056216	2.772588722239781	0.6931471805599453	0.0	Plant_dominant	Oryctolagus_cuniculus
Pan_troglodytes__chimpanzee__HLpanTro7__GCA_028858775.2	Pan troglodytes	chimpanzee	Simia troglodytes	9598	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Pan	HLpanTro7	GCA_028858775.2	NCBI			2023-12-09		146288486	146288486	15151	45	0	Pan troglodytes	Pan_troglodytes__chimpanzee__HLpanTro7__GCA_028858775.2	3	3	0	0	Pan_troglodytes__chimpanzee__HLpanTro7__GCA_028858775.2	3	3	0	0	Pan troglodytes	Frugivore	10	0	0	0	0	0	60	0	0	30	Pan troglodytes	42500.0	90	10	0.9	0.3	4.628388930050312	1.3862943611198906	1.3862943611198906	0.0	0.0	Plant_dominant	Pan_troglodytes
Pan_troglodytes__chimpanzee__panTro6__GCF_002880755.1	Pan troglodytes	chimpanzee		9598	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Pan	panTro6	GCF_002880755.1	NCBI	Clint_PTRv2	Chromosome	2018-01-19	University of Washington	12268567	53103722	15026	144	26	Pan troglodytes	Pan_troglodytes__chimpanzee__panTro6__GCF_002880755.1	3	3	0	0	Pan_troglodytes__chimpanzee__panTro6__GCF_002880755.1	3	3	0	0	Pan troglodytes	Frugivore	10	0	0	0	0	0	60	0	0	30	Pan troglodytes	42500.0	90	10	0.9	0.3	4.628388930050312	1.3862943611198906	1.3862943611198906	0.0	0.0	Plant_dominant	Pan_troglodytes
Panthera_leo__lion__HLpanLeo2__GCF_018350215.1	Panthera leo	lion	Leo leo	9689	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Pantherinae; Panthera	HLpanLeo2	GCF_018350215.1	NCBI	P.leo_Ple1_pat1.1	Chromosome	2021-05-13	Texas A&M University	77781637	147402474	14371	348	477	Panthera leo	Panthera_leo__lion__HLpanLeo2__GCF_018350215.1	2	1	1	0	Panthera_leo__lion__HLpanLeo2__GCF_018350215.1	2	1	1	0	Panthera leo	Carnivore	0	90	0	0	0	10	0	0	0	0	Panthera leo	161499.06	0	100	0.0	0.0	5.208169998877642	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Animal_dominant	Panthera_leo
