Species_clean	tip_label	Directory Name	assembly	assem	Assembly name	NCBI accession	Taxonomic Lineage	contig N50 (bp)	scaffold N50 (bp)	No. ancestral genes with intact ORF	No. ancestral genes with missing sequences	PGA_all_CN	PGA_all_log1p	PGA_CN_primary	PGA_log1p	PGA_like_CN_primary	PGA_like_log1p	PAG_CN_primary	PAG_log1p	all	pga	pga_like	pag	Diet_Class	Diet_Group	Diet-Inv	Diet-Vend	Diet-Vect	Diet-Vfish	Diet-Vunk	Diet-Scav	Diet-Fruit	Diet-Nect	Diet-Seed	Diet-PlantO	plant_total_pct	plant_total_prop	plant_structural_prop	animal_total_pct	BodyMass-Value	log10_body_mass	Species	Common name	Other species names	Species Taxonomy ID	Source of assembly	NCBI assembly name	NCBI assembly status	Assembly submission date	Assembly submitter organization	No. ancestral genes with inactivating mutations	Scientific	Scientific_clean	High_Order_Diet	Use_High_Order_Diet	plant_dominant_pct	carnivore_pct	insectivore_pct	nectarivore_pct	plant_dominant_prop	carnivore_prop	insectivore_prop	nectarivore_prop	diet_total_pct	CNV_source_col	CNV	CNV_log1p
Talpa occidentalis	Talpa_occidentalis	Talpa_occidentalis__Iberian_mole__HLtalOcc1__GCA_014898055.1	Talpa_occidentalis__Iberian_mole__HLtalOcc1__GCA_014898055.1	Talpa_occidentalis__Iberian_mole__HLtalOcc1__GCA_014898055.1	HLtalOcc1	GCA_014898055.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Talpidae; Talpa	2611709	119847213	14267	69	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	53.5	1.72835378202123	Talpa occidentalis	Iberian mole		50954	NCBI	MPIMG_talOcc4	Scaffold	2020-10-19	Max Planck Institute for Molecular Genetics	860	Talpa occidentalis	Talpa occidentalis	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Scaptochirus moschatus	Scaptochirus_moschatus	Scaptochirus_moschatus__Short-faced_mole__HLscaMos1__GCA_042919465.1	Scaptochirus_moschatus__Short-faced_mole__HLscaMos1__GCA_042919465.1	Scaptochirus_moschatus__Short-faced_mole__HLscaMos1__GCA_042919465.1	HLscaMos1	GCA_042919465.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Talpidae; Scaptochirus	67659624	110510357	14877	42	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	90.51	1.95669656489465	Scaptochirus moschatus	Short-faced mole		446353	NCBI	ASM4291946v1	Chromosome	2024-10-15	Qufu Normal University	277	Scaptochirus moschatus	Scaptochirus moschatus	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Suncus murinus	Suncus_murinus	Suncus_murinus__House_shrew__HLsunMuri1__GCA_055769025.1	Suncus_murinus__House_shrew__HLsunMuri1__GCA_055769025.1	Suncus_murinus__House_shrew__HLsunMuri1__GCA_055769025.1	HLsunMuri1	GCA_055769025.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Crocidurinae; Suncus	108479493	128092613	14127	325	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Insectivore	Animal_dominant	80	0	0	0	10	10	0	0	0	0	0	0	0	100	60.71	1.78326023287295	Suncus murinus	House shrew	Sorex murinus,Asian house shrew	9378	NCBI	Smur_1.0	Chromosome	2026-03-10	Guangzhou university	744	Suncus murinus	Suncus murinus	Insectivore	TRUE	0	20	80	0	0	0.2	0.8	0	100	PGA_CN_primary	1	0.693147180559945
Crocidura zimmermanni	Crocidura_zimmermanni	Crocidura_zimmermanni__Zimmermanns_shrew__HLcroZim1__GCA_965212715.1	Crocidura_zimmermanni__Zimmermanns_shrew__HLcroZim1__GCA_965212715.1	Crocidura_zimmermanni__Zimmermanns_shrew__HLcroZim1__GCA_965212715.1	HLcroZim1	GCA_965212715.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Crocidurinae; Crocidura	28351139	127229103	14223	308	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Omnivore	Omnivore	50	0	10	0	0	40	0	0	0	0	0	0	0	100	10.35	1.01494034979294	Crocidura zimmermanni	Zimmermanns shrew		387912	NCBI	mCroZim1.1	Chromosome	2025-03-20	Genoscope CEA	665	Crocidura zimmermanni	Crocidura zimmermanni	Omnivore	TRUE	0	50	50	0	0	0.5	0.5	0	100	PGA_CN_primary	1	0.693147180559945
Suncus etruscus	Suncus_etruscus	Suncus_etruscus__white-toothed_pygmy_shrew__HLsunEtr1__GCF_024139225.1	Suncus_etruscus__white-toothed_pygmy_shrew__HLsunEtr1__GCF_024139225.1	Suncus_etruscus__white-toothed_pygmy_shrew__HLsunEtr1__GCF_024139225.1	HLsunEtr1	GCF_024139225.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Crocidurinae; Suncus	5042816	131952995	13463	347	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Insectivore	Animal_dominant	80	0	0	0	10	10	0	0	0	0	0	0	0	100	2.13	0.328379603438738	Suncus etruscus	white-toothed pygmy shrew	Sorex etruscus	109475	NCBI	mSunEtr1.pri.cur	Chromosome	2022-07-06	Vertebrate Genomes Project	1386	Suncus etruscus	Suncus etruscus	Insectivore	TRUE	0	20	80	0	0	0.2	0.8	0	100	PGA_CN_primary	1	0.693147180559945
Scutisorex somereni	Scutisorex_somereni	Scutisorex_somereni__Hero_shrew__HLscuSome1__GCA_054737625.1	Scutisorex_somereni__Hero_shrew__HLscuSome1__GCA_054737625.1	Scutisorex_somereni__Hero_shrew__HLscuSome1__GCA_054737625.1	HLscuSome1	GCA_054737625.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Crocidurinae; Scutisorex	3169756	109823726	13920	440	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Carnivore	Animal_dominant	0	0	0	0	100	0	0	0	0	0	0	0	0	100	91.5	1.96142109406645	Scutisorex somereni	Hero shrew		150088	NCBI	ScuSom1	Scaffold	2026-01-26	Louisiana State University	836	Scutisorex somereni	Scutisorex somereni	Carnivore	TRUE	0	100	0	0	0	1	0	0	100	PGA_CN_primary	1	0.693147180559945
Sorex ornatus	Sorex_ornatus	Sorex_ornatus__Ornate_shrew__HLsorOrn1B__GCA_041430635.1	Sorex_ornatus__Ornate_shrew__HLsorOrn1B__GCA_041430635.1	Sorex_ornatus__Ornate_shrew__HLsorOrn1B__GCA_041430635.1	HLsorOrn1B	GCA_041430635.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Soricinae; Sorex	19322863	113643214	14398	225	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Omnivore	Omnivore	70	0	0	0	0	30	0	0	0	0	0	0	0	100	4.99	0.69810054562339	Sorex ornatus	Ornate shrew		126318	NCBI	mSorOrn1.0.a	Scaffold	2024-08-22	UCLA	573	Sorex ornatus	Sorex ornatus	Omnivore	TRUE	0	30	70	0	0	0.3	0.7	0	100	PGA_CN_primary	1	0.693147180559945
Sorex fumeus	Sorex_fumeus	Sorex_fumeus__smoky_shrew__HLsorFum1__GCF_029834395.1	Sorex_fumeus__smoky_shrew__HLsorFum1__GCF_029834395.1	Sorex_fumeus__smoky_shrew__HLsorFum1__GCF_029834395.1	HLsorFum1	GCF_029834395.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Soricinae; Sorex	42400022	42400022	14285	269	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Omnivore	Omnivore	70	0	0	0	0	30	0	0	0	0	0	0	0	100	7.7	0.886490725172482	Sorex fumeus	smoky shrew		62283	NCBI	SorFum_2.1	Contig	2023-04-17	Trent University	642	Sorex fumeus	Sorex fumeus	Omnivore	TRUE	0	30	70	0	0	0.3	0.7	0	100	PGA_CN_primary	1	0.693147180559945
Oryctolagus cuniculus	Oryctolagus_cuniculus	Oryctolagus_cuniculus__Rabbit__HLoryCuni6__GCA_051225735.1	Oryctolagus_cuniculus__Rabbit__HLoryCuni6__GCA_051225735.1	Oryctolagus_cuniculus__Rabbit__HLoryCuni6__GCA_051225735.1	HLoryCuni6	GCA_051225735.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Lagomorpha; Leporidae; Oryctolagus	138122305	148896876	14983	31	17	2.89037175789616	16	2.83321334405622	1	0.693147180559945	0	0	17	16	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	1832.22	3.26297761946809	Oryctolagus cuniculus	Rabbit	domestic rabbit,New Zealand rabbit,rabbits,Japanese white rabbit,Lepus cuniculus,European rabbit	9986	NCBI	ASM5122573v1	Chromosome	2025-07-07	Fujian University of Traditional Chinese Medicine	182	Oryctolagus cuniculus	Oryctolagus cuniculus	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	16	2.83321334405622
Sylvilagus floridanus	Sylvilagus_floridanus	Sylvilagus_floridanus__eastern_cottontail__HLsylFlo1__GCA_949820135.1	Sylvilagus_floridanus__eastern_cottontail__HLsylFlo1__GCA_949820135.1	Sylvilagus_floridanus__eastern_cottontail__HLsylFlo1__GCA_949820135.1	HLsylFlo1	GCA_949820135.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Lagomorpha; Leporidae; Sylvilagus	34907720	129271642	14807	50	18	2.94443897916644	17	2.89037175789616	1	0.693147180559945	0	0	18	17	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	1172.79	3.06922025422463	Sylvilagus floridanus	eastern cottontail	Lepus sylvaticus floridanus	9988	NCBI	mSylFlo1.10	Chromosome	2023-04-19	Wellcome Sanger Institute	339	Sylvilagus floridanus	Sylvilagus floridanus	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	17	2.89037175789616
Lepus yarkandensis	Lepus_yarkandensis	Lepus_yarkandensis__Yarkand_hare__HLlepYar1__GCA_047496845.1	Lepus_yarkandensis__Yarkand_hare__HLlepYar1__GCA_047496845.1	Lepus_yarkandensis__Yarkand_hare__HLlepYar1__GCA_047496845.1	HLlepYar1	GCA_047496845.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Lagomorpha; Leporidae; Lepus	126863262	126863262	14272	369	13	2.63905732961526	12	2.56494935746154	1	0.693147180559945	0	0	13	12	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	1460.41	3.16447479807251	Lepus yarkandensis	Yarkand hare		301146	NCBI	LepYark_1.0	Complete Genome	2025-02-06	xinjiang university	555	Lepus yarkandensis	Lepus yarkandensis	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	12	2.56494935746154
Lepus europaeus	Lepus_europaeus	Lepus_europaeus__European_hare__HLlepEur1__GCF_033115175.1	Lepus_europaeus__European_hare__HLlepEur1__GCF_033115175.1	Lepus_europaeus__European_hare__HLlepEur1__GCF_033115175.1	HLlepEur1	GCF_033115175.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Lagomorpha; Leporidae; Lepus	43409466	125776599	14759	59	11	2.484906649788	10	2.39789527279837	1	0.693147180559945	0	0	11	10	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	3740	3.57287160220048	Lepus europaeus	European hare	Lepus capensis europaeus	9983	NCBI	mLepTim1.pri	Chromosome	2023-10-31	University of Eastern Finland	378	Lepus europaeus	Lepus europaeus	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	10	2.39789527279837
Lepus capensis	Lepus_capensis	Lepus_capensis__Brown_hare__HLlepCap1__GCA_042027585.1	Lepus_capensis__Brown_hare__HLlepCap1__GCA_042027585.1	Lepus_capensis__Brown_hare__HLlepCap1__GCA_042027585.1	HLlepCap1	GCA_042027585.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Lagomorpha; Leporidae; Lepus	30546000	124437717	14948	59	9	2.30258509299405	8	2.19722457733622	1	0.693147180559945	0	0	9	8	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	3261.67	3.51344001911111	Lepus capensis	Brown hare	Cape hare	9981	NCBI	NW_LepCap_1.0	Chromosome	2024-09-19	Northwest A & F University	189	Lepus capensis	Lepus capensis	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	8	2.19722457733622
Lepus tolai	Lepus_tolai	Lepus_tolai__Tolai_hare__HLlepTola1__GCA_051942805.1	Lepus_tolai__Tolai_hare__HLlepTola1__GCA_051942805.1	Lepus_tolai__Tolai_hare__HLlepTola1__GCA_051942805.1	HLlepTola1	GCA_051942805.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Lagomorpha; Leporidae; Lepus	134987039	134987039	14957	33	9	2.30258509299405	8	2.19722457733622	1	0.693147180559945	0	0	9	8	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	1589	3.20112389720738	Lepus tolai	Tolai hare	Lepus capensis tolai	283924	NCBI	ASM5194280v1	Chromosome	2025-08-12	Institute of Zoology, Chinese Academy of Sciences	206	Lepus tolai	Lepus tolai	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	8	2.19722457733622
Lepus castroviejoi	Lepus_castroviejoi	Lepus_castroviejoi__Broom_Hare__HLlepCast1__GCA_978442995.1	Lepus_castroviejoi__Broom_Hare__HLlepCast1__GCA_978442995.1	Lepus_castroviejoi__Broom_Hare__HLlepCast1__GCA_978442995.1	HLlepCast1	GCA_978442995.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Lagomorpha; Leporidae; Lepus	58008274	137255412	14844	112	9	2.30258509299405	8	2.19722457733622	1	0.693147180559945	0	0	9	8	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	2822.41	3.45062010219079	Lepus castroviejoi	Broom Hare		187398	NCBI	mLepCas1.Hap1.1	Chromosome	2026-02-10	University of Florence	240	Lepus castroviejoi	Lepus castroviejoi	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	8	2.19722457733622
Lepus timidus	Lepus_timidus	Lepus_timidus__Mountain_hare__HLlepTimi2__GCA_040893245.2	Lepus_timidus__Mountain_hare__HLlepTimi2__GCA_040893245.2	Lepus_timidus__Mountain_hare__HLlepTimi2__GCA_040893245.2	HLlepTimi2	GCA_040893245.2	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Lagomorpha; Leporidae; Lepus	4885811	125755317	14341	133	12	2.56494935746154	11	2.484906649788	1	0.693147180559945	0	0	12	11	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	3048	3.48401496266756	Lepus timidus	Mountain hare	Lepus tanaiticus	62621	NCBI	mLepTim1.1_pri	Chromosome	2024-07-26	University of Eastern Finland	722	Lepus timidus	Lepus timidus	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	11	2.484906649788
Lepus oiostolus	Lepus_oiostolus	Lepus_oiostolus__Woolly_hare__HLlepOio1__GCA_036325905.1	Lepus_oiostolus__Woolly_hare__HLlepOio1__GCA_036325905.1	Lepus_oiostolus__Woolly_hare__HLlepOio1__GCA_036325905.1	HLlepOio1	GCA_036325905.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Lagomorpha; Leporidae; Lepus	58464897	137608147	14514	37	9	2.30258509299405	8	2.19722457733622	1	0.693147180559945	0	0	9	8	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	3000	3.47712125471966	Lepus oiostolus	Woolly hare		112018	NCBI	CXZ	Chromosome	2024-02-05	Qinghai University	645	Lepus oiostolus	Lepus oiostolus	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	8	2.19722457733622
Ochotona argentata	Ochotona_argentata	Ochotona_argentata__Helan_Shan_pika__HLochArge1__GCA_051943095.1	Ochotona_argentata__Helan_Shan_pika__HLochArge1__GCA_051943095.1	Ochotona_argentata__Helan_Shan_pika__HLochArge1__GCA_051943095.1	HLochArge1	GCA_051943095.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Lagomorpha; Ochotonidae; Ochotona	33442122	33442122	14810	65	16	2.83321334405622	15	2.77258872223978	1	0.693147180559945	0	0	16	15	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	142.15	2.15274686402646	Ochotona argentata	Helan Shan pika	Ochotona alpina argentata	1881634	NCBI	ASM5194309v1	Scaffold	2025-08-12	Inner Mongolia University	321	Ochotona argentata	Ochotona argentata	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	15	2.77258872223978
Ochotona princeps	Ochotona_princeps	Ochotona_princeps__American_pika__HLochPri4__GCF_030435755.1	Ochotona_princeps__American_pika__HLochPri4__GCF_030435755.1	Ochotona_princeps__American_pika__HLochPri4__GCF_030435755.1	HLochPri4	GCF_030435755.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Lagomorpha; Ochotonidae; Ochotona	12191025	73962893	14761	72	16	2.83321334405622	15	2.77258872223978	1	0.693147180559945	0	0	16	15	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	157.63	2.19763887555557	Ochotona princeps	American pika	Arvicola princeps,southern American pika	9978	NCBI	mOchPri1.hap1	Chromosome	2023-07-13	Vertebrate Genomes Project	363	Ochotona princeps	Ochotona princeps	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	15	2.77258872223978
Eliomys quercinus	Eliomys_quercinus	Eliomys_quercinus__garden_dormouse__HLeliQue1A__GCA_051143605.1	Eliomys_quercinus__garden_dormouse__HLeliQue1A__GCA_051143605.1	Eliomys_quercinus__garden_dormouse__HLeliQue1A__GCA_051143605.1	HLeliQue1A	GCA_051143605.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Gliridae; Leithiinae; Eliomys	51740598	108114398	14917	37	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	30	30	0	0	0	0	20	0	20	0	40	0.4	0	60	115	2.06069784035361	Eliomys quercinus	garden dormouse	Mus quercinus	53277	NCBI			2023-10-26		242	Eliomys quercinus	Eliomys quercinus	Omnivore	TRUE	40	30	30	0	0.4	0.3	0.3	0	100	PGA_CN_primary	0	0
Sciurus carolinensis	Sciurus_carolinensis	Sciurus_carolinensis__gray_squirrel__HLsciCar1__GCA_902686445.1	Sciurus_carolinensis__gray_squirrel__HLsciCar1__GCA_902686445.1	Sciurus_carolinensis__gray_squirrel__HLsciCar1__GCA_902686445.1	HLsciCar1	GCA_902686445.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Sciurinae; Sciurini; Sciurus	13975867	148229995	14157	10	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	0	0	0	0	0	0	20	0	50	30	100	1	0.3	0	506.5	2.7045794496963	Sciurus carolinensis	gray squirrel	eastern gray squirrel	30640	NCBI	mSciCar1.1	Chromosome	2019-11-26	SC	1029	Sciurus carolinensis	Sciurus carolinensis	Omnivore	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
Sciurus vulgaris	Sciurus_vulgaris	Sciurus_vulgaris__Eurasian_red_squirrel__HLsciVul1__GCA_902686455.1	Sciurus_vulgaris__Eurasian_red_squirrel__HLsciVul1__GCA_902686455.1	Sciurus_vulgaris__Eurasian_red_squirrel__HLsciVul1__GCA_902686455.1	HLsciVul1	GCA_902686455.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Sciurinae; Sciurini; Sciurus	16333633	153872958	14507	17	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	0	0	0	0	0	0	20	0	50	30	100	1	0.3	0	333	2.52244423350632	Sciurus vulgaris	Eurasian red squirrel	red squirrel	55149	NCBI	mSciVul1.1	Chromosome	2019-11-26	SC	672	Sciurus vulgaris	Sciurus vulgaris	Omnivore	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
Pteromys volans	Pteromys_volans	Pteromys_volans__Siberian_flying_squirrel__HLpteVola1__GCA_051107445.1	Pteromys_volans__Siberian_flying_squirrel__HLpteVola1__GCA_051107445.1	Pteromys_volans__Siberian_flying_squirrel__HLpteVola1__GCA_051107445.1	HLpteVola1	GCA_051107445.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Sciurinae; Pteromyini; Pteromys	60698384	157387023	15057	3	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	10	0	0	0	0	0	30	0	30	30	90	0.9	0.3	10	143.75	2.15760785336167	Pteromys volans	Siberian flying squirrel	Sciurus volans	55152	NCBI	Uoulu_pteVol_1.0	Chromosome	2025-06-26	University of Oulu	136	Pteromys volans	Pteromys volans	Omnivore	TRUE	90	0	10	0	0.9	0	0.1	0	100	PGA_CN_primary	0	0
Tamias sibiricus	Tamias_sibiricus	Tamias_sibiricus__Siberian_chipmunk__HLtamSib1__GCA_025594165.1	Tamias_sibiricus__Siberian_chipmunk__HLtamSib1__GCA_025594165.1	Tamias_sibiricus__Siberian_chipmunk__HLtamSib1__GCA_025594165.1	HLtamSib1	GCA_025594165.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Xerinae; Marmotini; Tamias	9422552	172614981	11308	86	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Granivore	Plant_dominant	10	0	0	0	0	0	10	0	60	20	90	0.9	0.2	10	85	1.92941892571429	Tamias sibiricus	Siberian chipmunk	Tamias asiaticus,Eutamias sibiricus	64680	NCBI	ASM2559416v1	Chromosome	2022-10-06	Qufu Normal University	3802	Tamias sibiricus	Tamias sibiricus	Plant_dominant	TRUE	90	0	10	0	0.9	0	0.1	0	100	PGA_CN_primary	0	0
Spermophilus citellus	Spermophilus_citellus	Spermophilus_citellus__European_suslik__HLspeCit1__GCA_964194105.1	Spermophilus_citellus__European_suslik__HLspeCit1__GCA_964194105.1	Spermophilus_citellus__European_suslik__HLspeCit1__GCA_964194105.1	HLspeCit1	GCA_964194105.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Xerinae; Marmotini; Spermophilus	3445081	155990855	15006	18	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	20	0	0	0	0	0	0	0	40	40	80	0.8	0.4	20	290	2.46239799789896	Spermophilus citellus	European suslik	Mus citellus,European ground squirrel,Citellus citellus	9997	NCBI	mSpeCit3.1	Chromosome	2024-06-28	WELLCOME SANGER INSTITUTE	172	Spermophilus citellus	Spermophilus citellus	Omnivore	TRUE	80	0	20	0	0.8	0	0.2	0	100	PGA_CN_primary	0	0
Cynomys ludovicianus	Cynomys_ludovicianus	Cynomys_ludovicianus__Black-tailed_prairie_dog__HLcynLudo1__GCA_052576455.1	Cynomys_ludovicianus__Black-tailed_prairie_dog__HLcynLudo1__GCA_052576455.1	Cynomys_ludovicianus__Black-tailed_prairie_dog__HLcynLudo1__GCA_052576455.1	HLcynLudo1	GCA_052576455.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Xerinae; Marmotini; Cynomys	567348	1032944	14237	497	2	1.09861228866811	0	0	2	1.09861228866811	0	0	2	0	2	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	1364	3.13481437032046	Cynomys ludovicianus	Black-tailed prairie dog	Arctomys ludoviciana	45480	NCBI	ASM5257645v1	Scaffold	2025-09-12	Smithsonian Institution	462	Cynomys ludovicianus	Cynomys ludovicianus	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
Cynomys gunnisoni	Cynomys_gunnisoni	Cynomys_gunnisoni__Gunnisons_prairie_dog__HLcynGun1__GCA_011316645.1	Cynomys_gunnisoni__Gunnisons_prairie_dog__HLcynGun1__GCA_011316645.1	Cynomys_gunnisoni__Gunnisons_prairie_dog__HLcynGun1__GCA_011316645.1	HLcynGun1	GCA_011316645.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Xerinae; Marmotini; Cynomys	687762	824613	14608	302	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	925	2.96614173273903	Cynomys gunnisoni	Gunnisons prairie dog		45479	NCBI	ASM1131664v1	Scaffold	2020-03-16	Smithsonian Herndon Data Center	286	Cynomys gunnisoni	Cynomys gunnisoni	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
Marmota monax	Marmota_monax	Marmota_monax__woodchuck__HLmarMon3__GCA_021218885.1	Marmota_monax__woodchuck__HLmarMon3__GCA_021218885.1	Marmota_monax__woodchuck__HLmarMon3__GCA_021218885.1	HLmarMon3	GCA_021218885.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Xerinae; Marmotini; Marmota	10671126	11523559	14994	39	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	30	0	30	40	100	1	0.4	0	3801.72	3.57998012753919	Marmota monax	woodchuck	woodchucks,groundhog	9995	NCBI	Marmota_monax_Labrador192_V1.0	Scaffold	2021-12-15	Hospital for Sick Children	163	Marmota monax	Marmota monax	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
