id	header	gene	species	cluster_best	cluster_at_ngenes
mm10.ENSMUST00000025647_Pga5_5775_Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	mm10.ENSMUST00000025647#Pga5#5775#Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	Pga5	Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	7	4
HLbosTau10.ENSBTAT00000038954_PAG21_16366_Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	HLbosTau10.ENSBTAT00000038954#PAG21#16366#Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	PAG21	Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	9	4
HLbosTau10.ENSBTAT00000025517_PAG2_560151_Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	HLbosTau10.ENSBTAT00000025517#PAG2#560151#Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	PAG2	Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	8	4
HLbosTau10.ENSBTAT00000013786_PAG7_263693_Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	HLbosTau10.ENSBTAT00000013786#PAG7#263693#Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	PAG7	Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	5	4
HLbosTau10.XM_002699308_ENSBTAG00000013214_982585_Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	HLbosTau10.XM_002699308#ENSBTAG00000013214#982585#Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	ENSBTAG00000013214	Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	4	4
HLbosTau10.ENSBTAT00000025593_PAG5_155_Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	HLbosTau10.ENSBTAT00000025593#PAG5#155#Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	PAG5	Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	8	4
HLbosTau10.ENSBTAT00000005399_PAG11_22023_Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	HLbosTau10.ENSBTAT00000005399#PAG11#22023#Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	PAG11	Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	5	4
HLbosTau10.XM_002699310_LOC524173_28_Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	HLbosTau10.XM_002699310#LOC524173#28#Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	LOC524173	Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	5	4
HLbosTau10.ENSBTAT00000005399_PAG11_2107_Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	HLbosTau10.ENSBTAT00000005399#PAG11#2107#Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	PAG11	Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	5	4
hg38.ENST00000325558.11_PGA3_71_Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	hg38.ENST00000325558.11#PGA3#71#Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	PGA3	Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	56	38
HLbosTau10.NM_176625_PAG16_367_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.NM_176625#PAG16#367#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	PAG16	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	6	4
HLbosTau10.ENSBTAT00000027020_ENSBTAG00000035736_455_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.ENSBTAT00000027020#ENSBTAG00000035736#455#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	ENSBTAG00000035736	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	10	4
HLbosTau10.ENSBTAT00000005384_PAG10_118_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.ENSBTAT00000005384#PAG10#118#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	PAG10	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	10	4
HLbosTau10.ENSBTAT00000005384_PAG10_1607_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.ENSBTAT00000005384#PAG10#1607#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	PAG10	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
HLbosTau10.ENSBTAT00000079331_ENSBTAG00000051501_273_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.ENSBTAT00000079331#ENSBTAG00000051501#273#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	ENSBTAG00000051501	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
mm10.ENSMUST00000025647_Pga5_7802_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	mm10.ENSMUST00000025647#Pga5#7802#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	Pga5	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
HLbosTau10.ENSBTAT00000017669_ENSBTAG00000035736_1653_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.ENSBTAT00000017669#ENSBTAG00000035736#1653#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	ENSBTAG00000035736	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
HLbosTau10.NM_176625_PAG16_1622_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.NM_176625#PAG16#1622#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	PAG16	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
HLbosTau10.ENSBTAT00000005399_PAG11_2230_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.ENSBTAT00000005399#PAG11#2230#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	PAG11	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
HLbosTau10.NM_176625_PAG16_4936_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.NM_176625#PAG16#4936#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	PAG16	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
mm10.ENSMUST00000025647_Pga5_6442_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	mm10.ENSMUST00000025647#Pga5#6442#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	Pga5	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
HLbosTau10.ENSBTAT00000005384_PAG10_1032_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.ENSBTAT00000005384#PAG10#1032#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	PAG10	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
mm10.ENSMUST00000025647_Pga5_6860_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	mm10.ENSMUST00000025647#Pga5#6860#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	Pga5	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_283_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.ENSBTAT00000013786#PAG7#283#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	PAG7	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_545_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.ENSBTAT00000013786#PAG7#545#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	PAG7	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_195_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.ENSBTAT00000013786#PAG7#195#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	PAG7	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
mm10.ENSMUST00000025647_Pga5_9309_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	mm10.ENSMUST00000025647#Pga5#9309#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	Pga5	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_391_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.ENSBTAT00000013786#PAG7#391#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	PAG7	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_252_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.ENSBTAT00000013786#PAG7#252#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	PAG7	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
HLbosTau10.NM_176628_PAG19_180_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.NM_176628#PAG19#180#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	PAG19	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
HLbosTau10.ENSBTAT00000025567_PAG12_685764_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.ENSBTAT00000025567#PAG12#685764#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	PAG12	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_227_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.ENSBTAT00000013786#PAG7#227#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	PAG7	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
mm10.ENSMUST00000025647_Pga5_12348_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	mm10.ENSMUST00000025647#Pga5#12348#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	Pga5	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
mm10.ENSMUST00000025647_Pga5_15409_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	mm10.ENSMUST00000025647#Pga5#15409#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	Pga5	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
mm10.ENSMUST00000025647_Pga5_14774_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	mm10.ENSMUST00000025647#Pga5#14774#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	Pga5	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_6512_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.ENSBTAT00000013786#PAG7#6512#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	PAG7	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
HLbosTau10.XM_002707800_ENSBTAG00000051501_3500_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.XM_002707800#ENSBTAG00000051501#3500#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	ENSBTAG00000051501	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	2	2
mm10.ENSMUST00000025647_Pga5_4390_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	mm10.ENSMUST00000025647#Pga5#4390#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	Pga5	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	7	4
HLeleMaxInd3A.XM_049891846.1_LOC126080666_3374_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLeleMaxInd3A.XM_049891846.1#LOC126080666#3374#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	LOC126080666	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	7	4
HLbosTau10.ENSBTAT00000005399_PAG11_180_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.ENSBTAT00000005399#PAG11#180#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	PAG11	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	9	4
HLbosTau10.ENSBTAT00000005399_PAG11_464_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.ENSBTAT00000005399#PAG11#464#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	PAG11	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	8	4
HLbosTau10.ENSBTAT00000027020_ENSBTAG00000035736_36150_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.ENSBTAT00000027020#ENSBTAG00000035736#36150#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	ENSBTAG00000035736	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	5	4
HLbosTau10.XM_002707800_ENSBTAG00000051501_36390_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.XM_002707800#ENSBTAG00000051501#36390#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	ENSBTAG00000051501	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	8	4
HLbosTau10.ENSBTAT00000005399_PAG11_2458_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.ENSBTAT00000005399#PAG11#2458#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	PAG11	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	5	4
HLbosTau10.ENSBTAT00000005399_PAG11_2529_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.ENSBTAT00000005399#PAG11#2529#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	PAG11	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	5	4
HLbosTau10.ENSBTAT00000005399_PAG11_1895_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	HLbosTau10.ENSBTAT00000005399#PAG11#1895#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	PAG11	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	5	4
hg38.ENST00000312403.10_PGA5_3837_Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	hg38.ENST00000312403.10#PGA5#3837#Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	PGA5	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	56	38
HLbosTau10.ENSBTAT00000027020_ENSBTAG00000035736_995_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.ENSBTAT00000027020#ENSBTAG00000035736#995#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	ENSBTAG00000035736	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	10	4
HLbosTau10.NM_176625_PAG16_196_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.NM_176625#PAG16#196#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	PAG16	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	6	4
mm10.ENSMUST00000025647_Pga5_297250_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	mm10.ENSMUST00000025647#Pga5#297250#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	Pga5	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	10	4
HLbosTau10.ENSBTAT00000025597_PAG8_18733_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.ENSBTAT00000025597#PAG8#18733#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	PAG8	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	2	2
HLbosTau10.XM_002707800_ENSBTAG00000051501_110282_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.XM_002707800#ENSBTAG00000051501#110282#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	ENSBTAG00000051501	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	2	2
HLbosTau10.ENSBTAT00000018996_ENSBTAG00000040257_529_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.ENSBTAT00000018996#ENSBTAG00000040257#529#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	ENSBTAG00000040257	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	2	2
HLbosTau10.ENSBTAT00000025567_PAG12_21376_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.ENSBTAT00000025567#PAG12#21376#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	PAG12	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	2	2
HLbosTau10.ENSBTAT00000030243_PAG3_59523_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.ENSBTAT00000030243#PAG3#59523#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	PAG3	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	2	2
HLbosTau10.ENSBTAT00000017669_ENSBTAG00000035736_394_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.ENSBTAT00000017669#ENSBTAG00000035736#394#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	ENSBTAG00000035736	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	2	2
HLbosTau10.NM_176625_PAG16_691_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.NM_176625#PAG16#691#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	PAG16	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	2	2
HLbosTau10.XM_002707800_ENSBTAG00000051501_559_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.XM_002707800#ENSBTAG00000051501#559#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	ENSBTAG00000051501	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	2	2
HLbosTau10.NM_176625_PAG16_686_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.NM_176625#PAG16#686#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	PAG16	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_20701_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.ENSBTAT00000013786#PAG7#20701#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	PAG7	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	2	2
HLbosTau10.ENSBTAT00000005384_PAG10_551_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.ENSBTAT00000005384#PAG10#551#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	PAG10	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	2	2
mm10.ENSMUST00000025647_Pga5_116627_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	mm10.ENSMUST00000025647#Pga5#116627#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	Pga5	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_29_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.ENSBTAT00000013786#PAG7#29#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	PAG7	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	2	2
HLbosTau10.ENSBTAT00000017669_ENSBTAG00000035736_233_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.ENSBTAT00000017669#ENSBTAG00000035736#233#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	ENSBTAG00000035736	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	2	2
mm10.ENSMUST00000025647_Pga5_15711_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	mm10.ENSMUST00000025647#Pga5#15711#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	Pga5	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_92_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.ENSBTAT00000013786#PAG7#92#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	PAG7	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_162_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.ENSBTAT00000013786#PAG7#162#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	PAG7	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	2	2
mm10.ENSMUST00000025647_Pga5_8949_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	mm10.ENSMUST00000025647#Pga5#8949#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	Pga5	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	2	2
HLbosTau10.NM_001109978_PAG7_196_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.NM_001109978#PAG7#196#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	PAG7	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_609_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.ENSBTAT00000013786#PAG7#609#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	PAG7	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	2	2
mm10.ENSMUST00000025647_Pga5_17109_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	mm10.ENSMUST00000025647#Pga5#17109#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	Pga5	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	2	2
HLbosTau10.ENSBTAT00000064112_ENSBTAG00000054180_284603_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.ENSBTAT00000064112#ENSBTAG00000054180#284603#Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	ENSBTAG00000054180	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	2	2
